interaction_id,customer_id,campaign_id,send_date,channel,device_type,send_hour,opened,clicked,converted,revenue_rm,prior_engagements_90d,month
49,2065,209,2025-09-27,App Push,Mobile,12,0,0,0,0.0,2,2025-09
50,2243,210,2025-09-02,WhatsApp,Desktop,15,1,0,0,0.0,4,2025-09
51,4606,202,2025-07-31,WhatsApp,Desktop,21,0,0,0,0.0,2,2025-07
52,2288,202,2025-08-30,WhatsApp,Desktop,18,1,0,0,0.0,2,2025-08
53,3920,208,2025-09-14,WhatsApp,Mobile,9,0,0,0,0.0,1,2025-09
54,1911,201,2025-08-28,App Push,Desktop,15,0,0,0,0.0,0,2025-08
55,4866,210,2025-08-27,WhatsApp,Mobile,15,1,0,0,0.0,5,2025-08
56,341,207,2025-08-01,App Push,Mobile,18,0,0,0,0.0,3,2025-08
57,3236,210,2025-07-11,WhatsApp,Desktop,18,1,0,0,0.0,2,2025-07
58,2610,205,2025-07-07,Email,Mobile,12,0,0,0,0.0,5,2025-07
59,4657,205,2025-09-06,Email,Mobile,12,1,1,0,0.0,0,2025-09
60,4293,210,2025-09-16,WhatsApp,Mobile,9,1,0,0,0.0,3,2025-09
61,4540,202,2025-07-31,WhatsApp,Mobile,18,0,0,0,0.0,4,2025-07
62,1015,203,2025-07-03,App Push,Mobile,18,0,0,0,0.0,5,2025-07
63,1468,203,2025-07-26,App Push,Mobile,12,0,0,0,0.0,6,2025-07
64,1143,210,2025-07-22,WhatsApp,Mobile,12,0,0,0,0.0,0,2025-07
65,3128,201,2025-09-29,App Push,Mobile,21,0,0,0,0.0,1,2025-09
66,2922,205,2025-07-17,Email,Mobile,9,1,0,0,0.0,7,2025-07
67,2311,205,2025-07-23,Email,Desktop,12,1,0,0,0.0,3,2025-07
68,1066,209,2025-07-31,App Push,Desktop,18,1,0,0,0.0,0,2025-07
69,4326,208,2025-09-10,WhatsApp,Mobile,18,0,0,0,0.0,2,2025-09
70,2175,209,2025-09-02,App Push,Mobile,18,1,0,0,0.0,3,2025-09
71,4755,201,2025-07-16,App Push,Mobile,12,0,0,0,0.0,6,2025-07
72,3507,206,2025-08-02,App Push,Desktop,15,0,0,0,0.0,1,2025-08
73,3074,208,2025-08-24,WhatsApp,Desktop,9,0,0,0,0.0,4,2025-08
74,779,207,2025-07-18,App Push,Mobile,15,0,0,0,0.0,5,2025-07
75,395,209,2025-07-02,App Push,Mobile,15,1,0,0,0.0,3,2025-07
76,1781,209,2025-07-15,App Push,Desktop,15,0,0,0,0.0,1,2025-07
77,3914,202,2025-09-17,WhatsApp,Desktop,12,0,0,0,0.0,4,2025-09
78,3494,204,2025-08-24,App Push,Mobile,15,0,0,0,0.0,3,2025-08
79,850,208,2025-07-11,WhatsApp,Desktop,12,1,0,0,0.0,2,2025-07
80,489,205,2025-09-26,Email,Desktop,21,1,0,0,0.0,2,2025-09
81,924,204,2025-08-01,App Push,Mobile,21,0,0,0,0.0,1,2025-08
82,664,206,2025-07-20,App Push,Mobile,12,0,0,0,0.0,5,2025-07
83,4226,206,2025-08-21,App Push,Mobile,9,1,0,0,0.0,2,2025-08
84,3421,210,2025-07-03,WhatsApp,Mobile,12,0,0,0,0.0,1,2025-07
85,4991,206,2025-09-29,App Push,Mobile,12,0,0,0,0.0,4,2025-09
86,4446,203,2025-09-12,App Push,Mobile,9,0,0,0,0.0,2,2025-09
87,3237,207,2025-08-05,App Push,Mobile,15,0,0,0,0.0,2,2025-08
88,385,205,2025-09-08,Email,Mobile,12,0,0,0,0.0,2,2025-09
89,3777,206,2025-09-03,App Push,Mobile,18,0,0,0,0.0,3,2025-09
90,3279,210,2025-09-12,WhatsApp,Mobile,15,0,0,0,0.0,1,2025-09
91,3134,204,2025-08-27,App Push,Mobile,12,1,0,0,0.0,1,2025-08
92,2641,210,2025-08-05,WhatsApp,Mobile,9,0,0,0,0.0,1,2025-08
93,2882,204,2025-07-04,App Push,Desktop,21,0,0,0,0.0,4,2025-07
94,1757,208,2025-08-25,WhatsApp,Mobile,12,0,0,0,0.0,2,2025-08
95,2591,205,2025-07-22,Email,Mobile,18,0,0,0,0.0,1,2025-07
96,3296,203,2025-07-04,App Push,Mobile,12,0,0,0,0.0,2,2025-07
97,3637,209,2025-09-10,App Push,Mobile,9,0,0,0,0.0,4,2025-09
98,561,209,2025-08-12,App Push,Desktop,18,0,0,0,0.0,6,2025-08
99,1653,204,2025-09-25,App Push,Desktop,9,0,0,0,0.0,3,2025-09
100,846,204,2025-08-27,App Push,Mobile,15,0,0,0,0.0,2,2025-08
101,2871,201,2025-07-19,App Push,Mobile,15,0,0,0,0.0,4,2025-07
102,3933,208,2025-07-19,WhatsApp,Mobile,18,1,0,0,0.0,2,2025-07
103,2538,202,2025-08-13,WhatsApp,Mobile,15,0,0,0,0.0,1,2025-08
104,851,201,2025-09-19,App Push,Mobile,12,0,0,0,0.0,2,2025-09
105,2897,205,2025-08-01,Email,Mobile,21,0,0,0,0.0,5,2025-08
106,2297,207,2025-07-26,App Push,Desktop,15,0,0,0,0.0,3,2025-07
107,3875,206,2025-07-10,App Push,Mobile,15,0,0,0,0.0,2,2025-07
108,4062,205,2025-08-21,Email,Desktop,12,1,1,0,0.0,5,2025-08
109,4848,201,2025-09-16,App Push,Mobile,12,0,0,0,0.0,0,2025-09
110,2679,205,2025-07-06,Email,Mobile,12,1,0,0,0.0,4,2025-07
111,3173,208,2025-09-23,WhatsApp,Mobile,9,1,0,0,0.0,4,2025-09
112,1363,209,2025-07-17,App Push,Mobile,18,1,0,0,0.0,3,2025-07
113,384,206,2025-07-11,App Push,Desktop,15,0,0,0,0.0,1,2025-07
114,2235,209,2025-09-20,App Push,Desktop,12,0,0,0,0.0,2,2025-09
115,1384,202,2025-07-13,WhatsApp,Mobile,9,0,0,0,0.0,2,2025-07
116,3366,201,2025-09-01,App Push,Mobile,15,0,0,0,0.0,1,2025-09
117,3141,207,2025-07-16,App Push,Desktop,21,0,0,0,0.0,2,2025-07
118,3208,207,2025-09-03,App Push,Desktop,15,0,0,0,0.0,2,2025-09
119,4172,201,2025-09-28,App Push,Desktop,12,0,0,0,0.0,3,2025-09
120,412,201,2025-09-17,App Push,Desktop,9,1,0,0,0.0,5,2025-09
121,4605,208,2025-07-03,WhatsApp,Mobile,9,0,0,0,0.0,1,2025-07
122,1715,207,2025-07-24,App Push,Mobile,18,0,0,0,0.0,4,2025-07
123,2937,204,2025-07-10,App Push,Desktop,12,0,0,0,0.0,3,2025-07
124,1614,206,2025-07-28,App Push,Mobile,12,0,0,0,0.0,1,2025-07
125,121,209,2025-07-13,App Push,Desktop,9,0,0,0,0.0,2,2025-07
126,2500,201,2025-07-26,App Push,Desktop,18,0,0,0,0.0,0,2025-07
127,622,201,2025-07-28,App Push,Mobile,18,0,0,0,0.0,4,2025-07
128,3042,202,2025-07-13,WhatsApp,Desktop,12,1,0,0,0.0,3,2025-07
129,4780,209,2025-09-10,App Push,Mobile,15,0,0,0,0.0,4,2025-09
130,3168,203,2025-08-05,App Push,Mobile,15,0,0,0,0.0,4,2025-08
131,1629,210,2025-09-24,WhatsApp,Mobile,12,1,0,0,0.0,1,2025-09
132,771,202,2025-09-27,WhatsApp,Mobile,15,0,0,0,0.0,2,2025-09
133,4339,202,2025-09-26,WhatsApp,Mobile,12,1,0,0,0.0,3,2025-09
134,717,203,2025-09-20,App Push,Mobile,15,1,0,0,0.0,1,2025-09
135,1912,205,2025-08-29,Email,Desktop,9,0,0,0,0.0,3,2025-08
136,1151,201,2025-09-13,App Push,Mobile,12,0,0,0,0.0,3,2025-09
137,3331,210,2025-08-21,WhatsApp,Mobile,15,1,0,0,0.0,0,2025-08
138,801,201,2025-09-27,App Push,Desktop,21,0,0,0,0.0,2,2025-09
139,933,202,2025-07-25,WhatsApp,Mobile,15,1,0,0,0.0,2,2025-07
140,2833,206,2025-07-23,App Push,Desktop,18,0,0,0,0.0,3,2025-07
141,3396,203,2025-09-23,App Push,Mobile,18,0,0,0,0.0,0,2025-09
142,3817,210,2025-07-04,WhatsApp,Desktop,15,0,0,0,0.0,5,2025-07
143,4458,202,2025-07-01,WhatsApp,Mobile,12,0,0,0,0.0,6,2025-07
144,2206,206,2025-07-30,App Push,Mobile,21,0,0,0,0.0,2,2025-07
145,3793,209,2025-07-15,App Push,Mobile,15,0,0,0,0.0,5,2025-07
146,1171,210,2025-08-04,WhatsApp,Desktop,12,1,0,0,0.0,1,2025-08
147,4814,204,2025-08-26,App Push,Mobile,18,0,0,0,0.0,5,2025-08
148,4846,204,2025-08-17,App Push,Mobile,12,1,0,0,0.0,6,2025-08
149,2287,203,2025-09-09,App Push,Mobile,18,0,0,0,0.0,2,2025-09
150,3238,204,2025-08-01,App Push,Desktop,18,0,0,0,0.0,3,2025-08
151,394,203,2025-09-29,App Push,Mobile,18,0,0,0,0.0,2,2025-09
152,2557,202,2025-09-03,WhatsApp,Mobile,15,1,1,0,0.0,4,2025-09
153,4826,202,2025-07-26,WhatsApp,Mobile,18,0,0,0,0.0,3,2025-07
154,438,203,2025-08-20,App Push,Mobile,18,0,0,0,0.0,7,2025-08
155,235,207,2025-09-13,App Push,Mobile,21,0,0,0,0.0,2,2025-09
156,3185,205,2025-07-05,Email,Mobile,12,0,0,0,0.0,0,2025-07
157,3876,203,2025-07-03,App Push,Mobile,12,0,0,0,0.0,3,2025-07
158,759,206,2025-08-26,App Push,Mobile,9,0,0,0,0.0,5,2025-08
159,1393,206,2025-09-15,App Push,Mobile,9,0,0,0,0.0,4,2025-09
160,3959,204,2025-08-20,App Push,Desktop,9,0,0,0,0.0,3,2025-08
161,4221,206,2025-09-11,App Push,Mobile,12,0,0,0,0.0,2,2025-09
162,3060,208,2025-08-27,WhatsApp,Mobile,9,0,0,0,0.0,0,2025-08
163,4687,208,2025-07-24,WhatsApp,Mobile,18,1,0,0,0.0,1,2025-07
164,1774,208,2025-09-24,WhatsApp,Desktop,15,0,0,0,0.0,2,2025-09
165,2373,204,2025-08-05,App Push,Mobile,9,0,0,0,0.0,2,2025-08
166,110,203,2025-07-31,App Push,Mobile,21,0,0,0,0.0,4,2025-07
167,1066,208,2025-07-18,WhatsApp,Desktop,21,1,0,0,0.0,3,2025-07
168,1856,207,2025-08-04,App Push,Mobile,15,1,1,0,0.0,4,2025-08
169,2879,207,2025-08-15,App Push,Mobile,12,1,1,1,433.61,3,2025-08
170,4838,209,2025-07-04,App Push,Desktop,15,0,0,0,0.0,2,2025-07
171,1654,206,2025-09-19,App Push,Desktop,12,0,0,0,0.0,1,2025-09
172,4892,204,2025-08-04,App Push,Mobile,12,0,0,0,0.0,0,2025-08
173,343,207,2025-09-30,App Push,Mobile,15,0,0,0,0.0,3,2025-09
174,150,201,2025-08-03,App Push,Mobile,15,1,0,0,0.0,3,2025-08
175,948,201,2025-08-24,App Push,Desktop,15,1,1,0,0.0,7,2025-08
176,1797,202,2025-09-19,WhatsApp,Desktop,9,0,0,0,0.0,2,2025-09
177,1022,202,2025-07-05,WhatsApp,Mobile,18,1,0,0,0.0,2,2025-07
178,3128,201,2025-09-15,App Push,Mobile,12,0,0,0,0.0,2,2025-09
179,1900,207,2025-09-04,App Push,Mobile,12,1,0,0,0.0,0,2025-09
180,2032,207,2025-09-21,App Push,Mobile,9,1,1,0,0.0,4,2025-09
181,2930,201,2025-08-22,App Push,Mobile,15,0,0,0,0.0,3,2025-08
182,4701,209,2025-07-10,App Push,Mobile,18,1,1,0,0.0,5,2025-07
183,4366,203,2025-09-24,App Push,Mobile,15,0,0,0,0.0,4,2025-09
184,3432,206,2025-09-26,App Push,Desktop,21,0,0,0,0.0,1,2025-09
185,2311,207,2025-08-26,App Push,Mobile,9,0,0,0,0.0,3,2025-08
186,2308,208,2025-08-31,WhatsApp,Mobile,18,1,0,0,0.0,1,2025-08
187,4493,203,2025-08-04,App Push,Mobile,9,1,0,0,0.0,3,2025-08
188,2131,202,2025-09-26,WhatsApp,Mobile,15,1,0,0,0.0,1,2025-09
189,2893,206,2025-09-02,App Push,Mobile,12,0,0,0,0.0,4,2025-09
190,3625,201,2025-08-08,App Push,Mobile,21,0,0,0,0.0,2,2025-08
191,4692,202,2025-07-29,WhatsApp,Mobile,12,1,0,0,0.0,3,2025-07
192,1785,202,2025-08-29,WhatsApp,Desktop,18,1,0,0,0.0,3,2025-08
193,924,209,2025-09-05,App Push,Mobile,18,1,0,0,0.0,4,2025-09
194,1635,206,2025-07-19,App Push,Mobile,18,1,0,0,0.0,0,2025-07
195,42,208,2025-08-13,WhatsApp,Mobile,15,1,0,0,0.0,3,2025-08
196,255,207,2025-07-29,App Push,Mobile,18,0,0,0,0.0,2,2025-07
197,1524,207,2025-08-25,App Push,Desktop,9,0,0,0,0.0,1,2025-08
198,2252,209,2025-08-18,App Push,Desktop,12,0,0,0,0.0,4,2025-08
199,3300,208,2025-09-23,WhatsApp,Mobile,9,1,0,0,0.0,3,2025-09
200,729,203,2025-08-12,App Push,Desktop,18,0,0,0,0.0,2,2025-08
201,50,206,2025-08-02,App Push,Mobile,12,1,0,0,0.0,1,2025-08
202,997,209,2025-07-31,App Push,Mobile,15,0,0,0,0.0,2,2025-07
203,2623,202,2025-08-26,WhatsApp,Desktop,15,0,0,0,0.0,2,2025-08
204,2320,204,2025-08-05,App Push,Mobile,21,1,0,0,0.0,1,2025-08
205,4168,210,2025-08-06,WhatsApp,Desktop,9,0,0,0,0.0,4,2025-08
206,1443,204,2025-07-07,App Push,Mobile,18,0,0,0,0.0,0,2025-07
207,2146,202,2025-08-20,WhatsApp,Mobile,9,0,0,0,0.0,2,2025-08
208,2843,202,2025-08-16,WhatsApp,Mobile,9,1,0,0,0.0,3,2025-08
209,2900,201,2025-07-29,App Push,Desktop,21,0,0,0,0.0,5,2025-07
210,166,209,2025-09-19,App Push,Mobile,15,0,0,0,0.0,2,2025-09
211,3061,205,2025-07-24,Email,Desktop,9,1,0,0,0.0,1,2025-07
212,647,203,2025-09-29,App Push,Mobile,9,0,0,0,0.0,5,2025-09
213,4253,202,2025-07-30,WhatsApp,Mobile,15,1,0,0,0.0,3,2025-07
214,1983,206,2025-07-03,App Push,Mobile,9,1,1,0,0.0,1,2025-07
215,1613,206,2025-09-08,App Push,Mobile,9,1,0,0,0.0,1,2025-09
216,3779,208,2025-07-16,WhatsApp,Mobile,9,1,0,0,0.0,1,2025-07
217,4802,201,2025-08-20,App Push,Desktop,15,0,0,0,0.0,1,2025-08
218,425,207,2025-08-02,App Push,Desktop,12,0,0,0,0.0,2,2025-08
219,1548,202,2025-07-03,WhatsApp,Mobile,12,0,0,0,0.0,0,2025-07
220,4805,208,2025-09-17,WhatsApp,Desktop,9,1,0,0,0.0,2,2025-09
221,2188,210,2025-09-16,WhatsApp,Mobile,21,1,1,0,0.0,0,2025-09
222,1438,205,2025-09-05,Email,Mobile,15,0,0,0,0.0,0,2025-09
223,4035,205,2025-08-02,Email,Mobile,21,0,0,0,0.0,1,2025-08
224,1388,208,2025-09-24,WhatsApp,Mobile,18,0,0,0,0.0,1,2025-09
225,2364,207,2025-07-26,App Push,Desktop,9,1,0,0,0.0,2,2025-07
226,1042,206,2025-09-11,App Push,Mobile,18,1,1,1,23.22,3,2025-09
227,3068,210,2025-07-17,WhatsApp,Desktop,15,0,0,0,0.0,3,2025-07
228,2264,207,2025-09-26,App Push,Desktop,9,0,0,0,0.0,6,2025-09
229,1362,210,2025-08-24,WhatsApp,Mobile,15,1,0,0,0.0,4,2025-08
230,27,210,2025-09-04,WhatsApp,Mobile,18,1,0,0,0.0,2,2025-09
231,1134,206,2025-07-29,App Push,Desktop,12,0,0,0,0.0,5,2025-07
232,1765,204,2025-09-04,App Push,Mobile,9,0,0,0,0.0,1,2025-09
233,4620,210,2025-08-27,WhatsApp,Mobile,21,1,1,0,0.0,1,2025-08
234,3869,202,2025-09-27,WhatsApp,Mobile,12,1,0,0,0.0,2,2025-09
235,1048,209,2025-07-31,App Push,Desktop,9,0,0,0,0.0,3,2025-07
236,3780,203,2025-07-04,App Push,Mobile,9,0,0,0,0.0,3,2025-07
237,1030,205,2025-07-29,Email,Mobile,12,0,0,0,0.0,4,2025-07
238,1778,210,2025-08-02,WhatsApp,Mobile,18,1,0,0,0.0,1,2025-08
239,2342,208,2025-08-23,WhatsApp,Desktop,21,1,0,0,0.0,1,2025-08
240,4176,210,2025-08-01,WhatsApp,Desktop,9,1,0,0,0.0,1,2025-08
241,2166,201,2025-07-18,App Push,Desktop,9,0,0,0,0.0,4,2025-07
242,1396,210,2025-07-26,WhatsApp,Mobile,9,0,0,0,0.0,5,2025-07
243,1077,208,2025-08-22,WhatsApp,Mobile,18,1,0,0,0.0,1,2025-08
244,2883,203,2025-09-22,App Push,Desktop,12,0,0,0,0.0,0,2025-09
245,3715,202,2025-09-16,WhatsApp,Desktop,15,1,0,0,0.0,1,2025-09
246,2436,207,2025-09-18,App Push,Desktop,18,0,0,0,0.0,4,2025-09
247,2336,209,2025-08-31,App Push,Mobile,21,0,0,0,0.0,3,2025-08
248,3136,201,2025-08-30,App Push,Desktop,15,0,0,0,0.0,4,2025-08
249,24,204,2025-08-22,App Push,Mobile,9,0,0,0,0.0,5,2025-08
250,914,208,2025-08-23,WhatsApp,Mobile,18,0,0,0,0.0,4,2025-08
251,4665,203,2025-07-23,App Push,Desktop,15,1,0,0,0.0,3,2025-07
252,993,207,2025-07-04,App Push,Mobile,18,0,0,0,0.0,4,2025-07
253,1053,202,2025-08-13,WhatsApp,Desktop,12,0,0,0,0.0,3,2025-08
254,282,203,2025-07-04,App Push,Mobile,9,0,0,0,0.0,1,2025-07
255,2953,208,2025-07-02,WhatsApp,Desktop,18,1,0,0,0.0,3,2025-07
256,2365,205,2025-09-13,Email,Mobile,12,1,1,0,0.0,4,2025-09
257,241,206,2025-08-17,App Push,Mobile,18,1,0,0,0.0,1,2025-08
258,4373,206,2025-07-20,App Push,Desktop,21,1,0,0,0.0,2,2025-07
259,4,208,2025-08-13,WhatsApp,Mobile,15,0,0,0,0.0,2,2025-08
260,999,204,2025-09-20,App Push,Mobile,9,0,0,0,0.0,4,2025-09
261,1397,203,2025-08-28,App Push,Desktop,12,0,0,0,0.0,1,2025-08
262,2963,203,2025-09-07,App Push,Mobile,21,0,0,0,0.0,5,2025-09
263,4755,208,2025-08-04,WhatsApp,Mobile,15,1,0,0,0.0,3,2025-08
264,1348,207,2025-09-30,App Push,Mobile,21,0,0,0,0.0,1,2025-09
265,950,209,2025-07-04,App Push,Mobile,18,1,0,0,0.0,3,2025-07
266,1924,205,2025-08-04,Email,Desktop,15,0,0,0,0.0,0,2025-08
267,355,206,2025-09-09,App Push,Mobile,18,0,0,0,0.0,2,2025-09
268,2593,208,2025-08-25,WhatsApp,Mobile,12,1,1,0,0.0,0,2025-08
269,3517,208,2025-07-06,WhatsApp,Mobile,18,1,0,0,0.0,1,2025-07
270,3498,210,2025-07-10,WhatsApp,Desktop,12,0,0,0,0.0,1,2025-07
271,3609,209,2025-07-19,App Push,Desktop,15,0,0,0,0.0,1,2025-07
272,665,208,2025-07-26,WhatsApp,Mobile,15,0,0,0,0.0,1,2025-07
273,3610,208,2025-09-03,WhatsApp,Desktop,15,0,0,0,0.0,1,2025-09
274,3557,203,2025-09-20,App Push,Mobile,15,0,0,0,0.0,2,2025-09
275,1686,203,2025-08-17,App Push,Mobile,18,0,0,0,0.0,2,2025-08
276,1308,201,2025-09-11,App Push,Desktop,21,1,1,0,0.0,3,2025-09
277,4304,205,2025-08-30,Email,Mobile,12,0,0,0,0.0,2,2025-08
278,531,203,2025-09-24,App Push,Mobile,12,0,0,0,0.0,6,2025-09
279,4496,205,2025-09-09,Email,Mobile,15,0,0,0,0.0,7,2025-09
280,4693,208,2025-09-16,WhatsApp,Desktop,9,1,0,0,0.0,2,2025-09
281,1055,203,2025-08-27,App Push,Mobile,9,0,0,0,0.0,1,2025-08
282,2105,207,2025-09-28,App Push,Desktop,15,0,0,0,0.0,3,2025-09
283,3324,204,2025-09-24,App Push,Desktop,12,0,0,0,0.0,4,2025-09
284,3489,209,2025-09-07,App Push,Mobile,9,0,0,0,0.0,4,2025-09
285,4491,206,2025-08-03,App Push,Mobile,9,0,0,0,0.0,3,2025-08
286,3844,208,2025-07-01,WhatsApp,Mobile,15,1,1,0,0.0,0,2025-07
287,416,207,2025-09-22,App Push,Desktop,9,1,0,0,0.0,3,2025-09
288,838,204,2025-08-30,App Push,Mobile,12,0,0,0,0.0,5,2025-08
289,2815,206,2025-07-09,App Push,Mobile,18,0,0,0,0.0,4,2025-07
290,1516,209,2025-07-16,App Push,Mobile,18,0,0,0,0.0,1,2025-07
291,2243,210,2025-07-09,WhatsApp,Mobile,9,0,0,0,0.0,4,2025-07
292,4861,201,2025-08-11,App Push,Mobile,15,0,0,0,0.0,3,2025-08
293,1509,209,2025-09-13,App Push,Mobile,15,0,0,0,0.0,2,2025-09
294,2510,210,2025-07-10,WhatsApp,Mobile,9,0,0,0,0.0,3,2025-07
295,1712,201,2025-07-16,App Push,Mobile,18,0,0,0,0.0,2,2025-07
296,351,203,2025-07-04,App Push,Mobile,9,0,0,0,0.0,7,2025-07
297,4973,201,2025-09-17,App Push,Mobile,12,0,0,0,0.0,3,2025-09
298,4992,209,2025-09-02,App Push,Mobile,18,0,0,0,0.0,0,2025-09
299,4832,203,2025-07-28,App Push,Desktop,15,0,0,0,0.0,5,2025-07
300,4797,210,2025-07-04,WhatsApp,Mobile,15,0,0,0,0.0,1,2025-07
301,4716,210,2025-09-10,WhatsApp,Mobile,18,0,0,0,0.0,0,2025-09
302,3749,202,2025-08-10,WhatsApp,Mobile,18,1,0,0,0.0,2,2025-08
303,1463,209,2025-08-13,App Push,Mobile,18,0,0,0,0.0,5,2025-08
304,4979,210,2025-08-03,WhatsApp,Mobile,9,1,0,0,0.0,0,2025-08
305,1630,201,2025-09-12,App Push,Desktop,15,0,0,0,0.0,6,2025-09
306,4141,204,2025-08-20,App Push,Mobile,9,0,0,0,0.0,4,2025-08
307,4486,210,2025-08-11,WhatsApp,Mobile,9,0,0,0,0.0,6,2025-08
308,4211,210,2025-07-20,WhatsApp,Mobile,15,1,0,0,0.0,6,2025-07
309,639,201,2025-08-03,App Push,Mobile,9,0,0,0,0.0,1,2025-08
310,636,210,2025-08-30,WhatsApp,Mobile,18,0,0,0,0.0,3,2025-08
311,3521,206,2025-08-20,App Push,Desktop,12,1,0,0,0.0,3,2025-08
312,512,202,2025-09-09,WhatsApp,Desktop,18,1,0,0,0.0,0,2025-09
313,3806,204,2025-08-19,App Push,Mobile,15,0,0,0,0.0,2,2025-08
314,322,202,2025-09-01,WhatsApp,Desktop,9,0,0,0,0.0,3,2025-09
315,1056,204,2025-09-21,App Push,Desktop,18,1,0,0,0.0,3,2025-09
316,653,208,2025-07-25,WhatsApp,Mobile,12,0,0,0,0.0,1,2025-07
317,1882,202,2025-08-10,WhatsApp,Mobile,15,0,0,0,0.0,1,2025-08
318,4409,208,2025-09-13,WhatsApp,Desktop,15,1,0,0,0.0,3,2025-09
319,4199,203,2025-07-11,App Push,Mobile,12,1,1,1,324.4,6,2025-07
320,3964,205,2025-08-10,Email,Mobile,12,0,0,0,0.0,3,2025-08
321,3688,208,2025-09-22,WhatsApp,Desktop,18,0,0,0,0.0,4,2025-09
322,740,205,2025-07-01,Email,Mobile,15,0,0,0,0.0,1,2025-07
323,3784,202,2025-07-06,WhatsApp,Mobile,21,1,0,0,0.0,6,2025-07
324,3934,207,2025-09-11,App Push,Mobile,12,0,0,0,0.0,3,2025-09
